eid,pid,id,lab,subject,dob,recording_date,probe_name,probe_type,dset_bwm,dset_rs,n_clusters_text,n_good_clusters,n_overall_clusters,n_spikes,n_trials,recording_length,recording_minutes,duration_seconds,n_cluster_region_labels,n_unique_regions,n_good_unique_regions,brain_region_acronyms,good_brain_region_acronyms,brain_regions_text,session_json_bytes
15f742e1-1043-45c9-9504-f1e8a53c1744,3675290c-8134-4598-b924-83edb7940269,3675290c-8134-4598-b924-83edb7940269,cortexlab,KS022,2019-06-25,2019-12-09,probe00,3B2,true,false,"27 good, 543 overall",27,543,1385557,826,59 minutes,59,3542.4603588437762,543,9,7,SCsg;SCop;SCig;SCiw;SCdg;SCdw;PRNr;MRN;MB,SCig;SCiw;SCdg;SCdw;MB;MRN;PRNr,"midbrain, midbrain reticular nucleus, pontine reticular nucleus, superior colliculus motor related deep gray layer, superior colliculus motor related deep white layer, superior colliculus motor related intermediate gray layer, superior colliculus motor related intermediate white layer, mb, mrn, prnr, scdg, scdw, scig, sciw",34679
15f742e1-1043-45c9-9504-f1e8a53c1744,82765a73-2a03-42ca-ba98-194247caa62e,82765a73-2a03-42ca-ba98-194247caa62e,cortexlab,KS022,2019-06-25,2019-12-09,probe01,3B2,true,false,"62 good, 382 overall",62,382,2734042,826,59 minutes,59,3542.47002051954,382,18,12,CA1;DG-mo;DG-po;DG-sg;CA3;HPF;LGd-sh;LGd-co;LGd-ip;TH;MGd;MGv;MGm;ZI;MB;SNr;cpd;alv,CA1;DG-po;CA3;DG-sg;LGd-sh;LGd-ip;MGv;TH;MGm;ZI;MB;SNr,"dentate gyrus granule cell layer, dentate gyrus polymorph layer, dorsal part of the lateral geniculate complex ipsilateral zone, dorsal part of the lateral geniculate complex shell, field ca1, field ca3, medial geniculate complex medial part, medial geniculate complex ventral part, midbrain, substantia nigra reticular part, thalamus, zona incerta, ca1, ca3, dg-po, dg-sg, lgd-ip, lgd-sh, mb, mgm, mgv, snr, th, zi",29622
a92c4b1d-46bd-457e-a1f4-414265f0e2d4,26af22bb-b295-4a45-8ed3-1700604c0708,26af22bb-b295-4a45-8ed3-1700604c0708,cortexlab,KS023,2019-06-25,2019-12-08,probe01,3B2,true,false,"83 good, 569 overall",83,569,1531543,800,58 minutes,58,3490.755717101465,569,12,7,MOs5;MOs6a;ACAd6a;ACAv6a;ACAv6b;ccb;VL;LSc;LSr;STR;LSv;MS,MOs5;MOs6a;ACAd6a;ACAv6a;LSc;LSr;LSv,"anterior cingulate area dorsal part layer 6a, anterior cingulate area ventral part 6a, lateral septal nucleus caudal (caudodorsal) part, lateral septal nucleus rostral (rostroventral) part, lateral septal nucleus ventral part, secondary motor area layer 5, secondary motor area layer 6a, acad6a, acav6a, lsc, lsr, lsv, mos5, mos6a",34762
aad23144-0e52-4eac-80c5-c4ee2decb198,45e7731f-4a43-45d5-9029-c080150bc596,45e7731f-4a43-45d5-9029-c080150bc596,cortexlab,KS023,2019-06-25,2019-12-10,probe00,3B2,true,false,"174 good, 828 overall",174,828,2404727,641,54 minutes,54,3277.94539600245,828,14,10,MOs1;MOs2/3;MOs5;ACAd6a;PL6a;PL5;ACAv5;LSr;DP;TTd;ACAv6a;OLF;STR;NDB,MOs5;ACAd6a;PL6a;PL5;ACAv5;ACAv6a;TTd;STR;LSr;NDB,"anterior cingulate area dorsal part layer 6a, anterior cingulate area ventral part 6a, anterior cingulate area ventral part layer 5, diagonal band nucleus, lateral septal nucleus rostral (rostroventral) part, prelimbic area layer 5, prelimbic area layer 6a, secondary motor area layer 5, striatum, taenia tecta dorsal part, acad6a, acav5, acav6a, lsr, mos5, ndb, pl5, pl6a, str, ttd",38544
cc45c568-c3b9-4f74-836e-c87762e898c8,6a22a5b4-79ec-4b3c-b023-1ec7b4a2b675,6a22a5b4-79ec-4b3c-b023-1ec7b4a2b675,cortexlab,KS023,2019-06-25,2019-12-07,probe01,3B2,true,false,"125 good, 947 overall",125,947,1273103,715,54 minutes,54,3248.453435366692,947,10,8,MOs5;ACAd5;LSr;ACAv5;ACAv2/3;MOs2/3;ACAv1;IG;ccg;STR,ACAd5;ACAv5;ACAv2/3;ACAv1;IG;ccg;STR;LSr,"anterior cingulate area dorsal part layer 5, anterior cingulate area ventral part layer 1, anterior cingulate area ventral part layer 2/3, anterior cingulate area ventral part layer 5, induseum griseum, lateral septal nucleus rostral (rostroventral) part, striatum, genu of corpus callosum, acad5, acav1, acav2/3, acav5, ig, lsr, str, ccg",44716
cc45c568-c3b9-4f74-836e-c87762e898c8,aab5be05-5c1c-4c08-9739-1274bc3bcf4f,aab5be05-5c1c-4c08-9739-1274bc3bcf4f,cortexlab,KS023,2019-06-25,2019-12-07,probe00,3B2,true,false,"96 good, 677 overall",96,677,4350634,715,54 minutes,54,3248.437069916879,677,16,10,APN;NOT;TH;DG-mo;CA3;Eth;root;PoT;SPFp;ml;FF;ZI;MB;SNr;cpd;HPF,APN;TH;Eth;PoT;SPFp;FF;ZI;SNr;cpd;CA3,"anterior pretectal nucleus, ethmoid nucleus of the thalamus, field ca3, fields of forel, posterior triangular thalamic nucleus, subparafascicular nucleus parvicellular part, substantia nigra reticular part, thalamus, zona incerta, cerebal peduncle, apn, ca3, eth, ff, pot, snr, spfp, th, zi, cpd",35563
a4000c2f-fa75-4b3e-8f06-a7cf599b87ad,adca9242-0725-41d4-8eb1-5655a464431d,adca9242-0725-41d4-8eb1-5655a464431d,cortexlab,KS023,2019-06-25,2019-12-06,probe01,3B2,true,false,"115 good, 659 overall",115,659,1953608,653,62 minutes,62,3721.087901526419,659,13,10,void;MOs2/3;MOs5;ACAd5;ACAd6a;ACAv5;LSr;ACAv6a;cing;ccb;STR;LSc;MS,MOs5;ACAd5;ACAd6a;ACAv5;ACAv6a;cing;STR;LSc;LSr;MS,"anterior cingulate area dorsal part layer 5, anterior cingulate area dorsal part layer 6a, anterior cingulate area ventral part 6a, anterior cingulate area ventral part layer 5, lateral septal nucleus caudal (caudodorsal) part, lateral septal nucleus rostral (rostroventral) part, medial septal nucleus, secondary motor area layer 5, striatum, cingulum bundle, acad5, acad6a, acav5, acav6a, lsc, lsr, mos5, ms, str, cing",34234
aad23144-0e52-4eac-80c5-c4ee2decb198,b749446c-18e3-4987-820a-50649ab0f826,b749446c-18e3-4987-820a-50649ab0f826,cortexlab,KS023,2019-06-25,2019-12-10,probe01,3B2,true,false,"96 good, 738 overall",96,738,1615968,641,54 minutes,54,3277.9496458379667,738,18,11,VISa2/3;VISa4;VISa5;VISa6a;VISa6b;scwm;alv;CA1;PO;LP;DG-sg;TH;ml;DG-mo;DG-po;ccs;VPM;VPLpc,VISa2/3;VISa4;VISa5;VISa6a;VISa6b;CA1;DG-sg;DG-po;LP;PO;VPLpc,"anterior area layer 2/3, anterior area layer 4, anterior area layer 5, anterior area layer 6a, anterior area layer 6b, dentate gyrus granule cell layer, dentate gyrus polymorph layer, field ca1, lateral posterior nucleus of the thalamus, posterior complex of the thalamus, ventral posterolateral nucleus of the thalamus parvicellular part, ca1, dg-po, dg-sg, lp, po, visa2/3, visa4, visa5, visa6a, visa6b, vplpc",36174
a4000c2f-fa75-4b3e-8f06-a7cf599b87ad,e8129a86-b5a9-4d2e-9e9c-09689c9bf0b3,e8129a86-b5a9-4d2e-9e9c-09689c9bf0b3,cortexlab,KS023,2019-06-25,2019-12-06,probe00,3B2,true,false,"95 good, 595 overall",95,595,2321185,653,62 minutes,62,3721.0767838188885,595,13,9,LP;PO;VPM;COApm;MEA;VPL;TH;ZI;HY;fiber tracts;int;root;PA,LP;PO;VPM;VPL;TH;ZI;MEA;PA;COApm,"cortical amygdalar area posterior part medial zone, lateral posterior nucleus of the thalamus, medial amygdalar nucleus, posterior amygdalar nucleus, posterior complex of the thalamus, thalamus, ventral posterolateral nucleus of the thalamus, ventral posteromedial nucleus of the thalamus, zona incerta, coapm, lp, mea, pa, po, th, vpl, vpm, zi",32035
a92c4b1d-46bd-457e-a1f4-414265f0e2d4,f44d2056-644c-4769-a189-7efe67b0269d,f44d2056-644c-4769-a189-7efe67b0269d,cortexlab,KS023,2019-06-25,2019-12-08,probe00,3B2,true,false,"39 good, 448 overall",39,448,4027394,800,58 minutes,58,3490.7438628176196,448,11,8,SUB;HPF;NOT;root;APN;MB;MRN;TH;SPFp;SNc;SNr,SUB;NOT;APN;MRN;SPFp;MB;SNc;SNr,"anterior pretectal nucleus, midbrain, midbrain reticular nucleus, nucleus of the optic tract, subiculum, subparafascicular nucleus parvicellular part, substantia nigra compact part, substantia nigra reticular part, apn, mb, mrn, not, snc, snr, spfp, sub",30712
8c552ddc-813e-4035-81cc-3971b57efe65,10ef1dcd-093c-4839-8f38-90a25edefb49,10ef1dcd-093c-4839-8f38-90a25edefb49,cortexlab,KS042,2020-07-08,2020-11-23,probe01,3B2,true,false,"43 good, 823 overall",43,823,3007034,457,64 minutes,64,3869.7410277090617,823,15,5,void;SCsg;SCzo;SCop;SCig;SCiw;SCdg;SCdw;PAG;Pa4;MRN;VTN;AT;CS;MB,PAG;MB;Pa4;MRN;VTN,"midbrain, midbrain reticular nucleus, paratrochlear nucleus, periaqueductal gray, ventral tegmental nucleus, mb, mrn, pag, pa4, vtn",34494
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,530f1670-9412-44ac-afdb-935d46bcaad3,530f1670-9412-44ac-afdb-935d46bcaad3,cortexlab,KS042,2020-07-08,2020-11-24,probe00,3B2,true,false,"76 good, 797 overall",76,797,6181706,692,89 minutes,89,5361.591459251856,797,17,10,VISpm5;RSPagl5;RSPagl6a;RSPd6a;RSPv6a;RSPv5;RSPv2/3;RSPv1;void;SCsg;SCop;SCdg;SCig;SCiw;MRN;RN;MB,RSPagl6a;RSPd6a;RSPv5;SCsg;SCop;SCig;SCiw;SCdg;MRN;RN,"midbrain reticular nucleus, red nucleus, retrosplenial area dorsal part layer 6a, retrosplenial area lateral agranular part layer 6a, retrosplenial area ventral part layer 5, superior colliculus motor related deep gray layer, superior colliculus motor related intermediate gray layer, superior colliculus motor related intermediate white layer, superior colliculus optic layer, superior colliculus superficial gray layer, mrn, rn, rspagl6a, rspd6a, rspv5, scdg, scig, sciw, scop, scsg",39755
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,cortexlab,KS042,2020-07-08,2020-11-24,probe01,3B2,true,false,"125 good, 1024 overall",125,1024,6592570,692,89 minutes,89,5361.600896303591,1024,19,10,VISp2/3;VISp4;VISp5;VISp6a;RSPagl6a;RSPd6a;RSPd5;RSPv5;RSPv2/3;RSPv1;void;SCsg;SCzo;SCop;SCig;SCiw;MRN;SCdg;MB,VISp5;RSPagl6a;RSPd6a;RSPd5;SCsg;SCig;SCiw;SCdg;MB;MRN,"midbrain, midbrain reticular nucleus, primary visual area layer 5, retrosplenial area dorsal part layer 5, retrosplenial area dorsal part layer 6a, retrosplenial area lateral agranular part layer 6a, superior colliculus motor related deep gray layer, superior colliculus motor related intermediate gray layer, superior colliculus motor related intermediate white layer, superior colliculus superficial gray layer, mb, mrn, rspagl6a, rspd5, rspd6a, scdg, scig, sciw, scsg, visp5",46625
8c552ddc-813e-4035-81cc-3971b57efe65,b98f6b89-3de4-4295-be1c-59e465de1e32,b98f6b89-3de4-4295-be1c-59e465de1e32,cortexlab,KS042,2020-07-08,2020-11-23,probe00,3B2,true,false,"118 good, 952 overall",118,952,2311185,457,64 minutes,64,3869.731129472695,952,14,12,SSp-n4;SSp-n6a;SSp-n5;ccb;SSs6a;PIR;AIp6a;SSs6b;scwm;CP;ec;AIp6b;CLA;ee,SSp-n5;SSp-n6a;SSs6a;SSs6b;ccb;CP;ec;CLA;AIp6b;AIp6a;ee;PIR,"agranular insular area posterior part layer 6a, agranular insular area posterior part layer 6b, caudoputamen, claustrum, piriform area, primary somatosensory area nose layer 5, primary somatosensory area nose layer 6a, supplemental somatosensory area layer 6a, supplemental somatosensory area layer 6b, corpus callosum body, corpus callosum extreme capsule, external capsule, aip6a, aip6b, cla, cp, pir, ssp-n5, ssp-n6a, sss6a, sss6b, ccb, ec, ee",39351
9468fa93-21ae-4984-955c-e8402e280c83,0c42a3d2-beb7-4b7b-a9b5-1eea6c51e1f4,0c42a3d2-beb7-4b7b-a9b5-1eea6c51e1f4,cortexlab,KS043,2020-07-08,2020-12-06,probe01,3B2,true,false,"75 good, 532 overall",75,532,1696240,514,79 minutes,79,4759.957893585425,532,14,10,MOs2/3;MOs5;ACAd6a;ACAv6a;ACAv5;ccb;LSc;SF;TRS;vhc;root;SFO;V3;PVT,MOs5;ACAd6a;ACAv6a;ACAv5;ccb;LSc;SF;TRS;vhc;PVT,"anterior cingulate area dorsal part layer 6a, anterior cingulate area ventral part 6a, anterior cingulate area ventral part layer 5, lateral septal nucleus caudal (caudodorsal) part, paraventricular nucleus of the thalamus, secondary motor area layer 5, septofimbrial nucleus, triangular nucleus of septum, corpus callosum body, ventral hippocampal commissure, acad6a, acav5, acav6a, lsc, mos5, pvt, sf, trs, ccb, vhc",27778
e5c75b62-6871-4135-b3d0-f6464c2d90c0,1d547041-230a-4af3-ba6a-7287de2bdec3,1d547041-230a-4af3-ba6a-7287de2bdec3,cortexlab,KS043,2020-07-08,2020-12-07,probe01,3B2,true,false,"68 good, 954 overall",68,954,6357775,581,74 minutes,74,4454.395779155064,954,9,5,ICd;void;MB;CB;CENT3;arb;CENT2;PCG;V4,ICd;CENT3;CENT2;arb;V4,"inferior colliculus dorsal nucleus, lobule ii, lobule iii, arbor vitae, fourth ventricle, cent2, cent3, icd, v4, arb",42114
e5c75b62-6871-4135-b3d0-f6464c2d90c0,aac3b928-e99a-4039-ace1-af45d0130d82,aac3b928-e99a-4039-ace1-af45d0130d82,cortexlab,KS043,2020-07-08,2020-12-07,probe00,3B2,true,false,"27 good, 230 overall",27,230,461710,581,74 minutes,74,4454.37843583632,230,11,6,SSs4;SSs5;AUDd5;AUDd6a;AUDv6a;TEa6a;TEa5;ECT5;PERI5;PERI2/3;ENTl3,SSs4;TEa6a;TEa5;ECT5;PERI5;ENTl3,"ectorhinal area/layer 5, entorhinal area lateral part layer 3, perirhinal area layer 5, supplemental somatosensory area layer 4, temporal association areas layer 5, temporal association areas layer 6a, ect5, entl3, peri5, sss4, tea5, tea6a",19705
9468fa93-21ae-4984-955c-e8402e280c83,f0dfd1c1-d315-4cf8-9130-05d3be2ea0cb,f0dfd1c1-d315-4cf8-9130-05d3be2ea0cb,cortexlab,KS043,2020-07-08,2020-12-06,probe00,3B2,true,false,"87 good, 1232 overall",87,1232,5621781,514,79 minutes,79,4759.954518181185,1232,13,11,CB;IRN;CENT2;VII;PARN;MY;CENT3;arb;PB;scp;LC;P;MV,PARN;IRN;VII;CENT3;CENT2;arb;scp;PB;P;MV;MY,"facial motor nucleus, intermediate reticular nucleus, lobule ii, lobule iii, medial vestibular nucleus, medulla, parabrachial nucleus, parvicellular reticular nucleus, pons, arbor vitae, superior cerebelar peduncles, cent2, cent3, irn, mv, my, p, parn, pb, vii, arb, scp",48471
781b35fd-e1f0-4d14-b2bb-95b7263082bb,3017e4dc-2150-43ad-9b08-b95b48ba8dfa,3017e4dc-2150-43ad-9b08-b95b48ba8dfa,cortexlab,KS044,2020-07-08,2020-12-09,probe00,3B2,true,false,"91 good, 887 overall",91,887,3011284,471,59 minutes,59,3544.7493872218297,887,12,10,or;VPM;VPL;em;ZI;fiber tracts;void;COApm;int;opt;MEA;PA,or;VPM;VPL;ZI;fiber tracts;int;opt;MEA;PA;COApm,"cortical amygdalar area posterior part medial zone, medial amygdalar nucleus, posterior amygdalar nucleus, ventral posterolateral nucleus of the thalamus, ventral posteromedial nucleus of the thalamus, zona incerta, fiber tracts, internal capsule, optic radiation, optic tract, coapm, mea, pa, vpl, vpm, zi, fiber tracts, int, opt, or",36807
a6fe44a8-07ab-49b8-81f9-e18575aa85cc,50445b30-f4ef-4405-b014-1d792ddfed88,50445b30-f4ef-4405-b014-1d792ddfed88,cortexlab,KS044,2020-07-08,2020-12-07,probe01,3B2,true,false,"47 good, 1123 overall",47,1123,3462548,786,89 minutes,89,5344.12473633624,1123,11,9,void;MB;ICd;CUN;PAG;PRNc;PRNr;MRN;scp;IVn;P,MB;PAG;CUN;IVn;MRN;scp;P;PRNr;PRNc,"cuneiform nucleus, midbrain, midbrain reticular nucleus, periaqueductal gray, pons, pontine reticular nucleus, pontine reticular nucleus caudal part, superior cerebelar peduncles, trochlear nerve, cun, ivn, mb, mrn, p, pag, prnc, prnr, scp",50768
781b35fd-e1f0-4d14-b2bb-95b7263082bb,70da415f-444d-4148-ade7-a1f58a16fcf8,70da415f-444d-4148-ade7-a1f58a16fcf8,cortexlab,KS044,2020-07-08,2020-12-09,probe01,3B2,true,false,"111 good, 908 overall",111,908,2884473,471,59 minutes,59,3544.7861,908,23,13,VISa2/3;VISa4;VISa5;VISa6a;VISrl6a;VISrl6b;or;ccs;alv;CA1;DG-mo;DG-sg;DG-po;CA3;LP;MB;PoT;MGm;SGN;bsc;LGd-sh;SPFp;TH,VISa5;VISa6a;VISrl6b;alv;CA1;DG-sg;CA3;LP;LGd-sh;SGN;MGm;PoT;SPFp,"anterior area layer 5, anterior area layer 6a, dentate gyrus granule cell layer, dorsal part of the lateral geniculate complex shell, field ca1, field ca3, lateral posterior nucleus of the thalamus, medial geniculate complex medial part, posterior triangular thalamic nucleus, rostrolateral area layer 6b, subparafascicular nucleus parvicellular part, suprageniculate nucleus, alveus, ca1, ca3, dg-sg, lgd-sh, lp, mgm, pot, sgn, spfp, visa5, visa6a, visrl6b, alv",37524
a6fe44a8-07ab-49b8-81f9-e18575aa85cc,825ba9b8-ce03-49b7-b1a8-4d85ae2185af,825ba9b8-ce03-49b7-b1a8-4d85ae2185af,cortexlab,KS044,2020-07-08,2020-12-07,probe00,3B2,true,false,"91 good, 1424 overall",91,1424,4772277,786,89 minutes,89,5344.113393635715,1424,9,8,ICe;MB;ll;NLL;SUT;P;PB;PSV;PC5,ICe;MB;ll;NLL;PB;SUT;P;PSV,"inferior colliculus external nucleus, midbrain, nucleus of the lateral lemniscus, parabrachial nucleus, pons, principal sensory nucleus of the trigeminal, supratrigeminal nucleus, lateral lemniscus, ice, mb, nll, p, pb, psv, sut, ll",59567
571d3ffe-54a5-473d-a265-5dc373eb7efc,437f43e1-9c8f-4be9-ac89-97885b0e03d0,437f43e1-9c8f-4be9-ac89-97885b0e03d0,cortexlab,KS045,2020-07-08,2020-12-06,probe01,3B2,true,false,"97 good, 1180 overall",97,1180,14467479,404,68 minutes,68,4083.4120578739185,1180,12,11,ICe;ICc;MB;CB;CENT3;MV;CENT2;uf;scp;PB;arb;P,ICe;ICc;MB;CENT3;CENT2;arb;CB;PB;scp;P;MV,"cerebellum, inferior colliculus central nucleus, inferior colliculus external nucleus, lobule ii, lobule iii, medial vestibular nucleus, midbrain, parabrachial nucleus, pons, arbor vitae, superior cerebelar peduncles, cb, cent2, cent3, icc, ice, mb, mv, p, pb, arb, scp",44799
571d3ffe-54a5-473d-a265-5dc373eb7efc,aecd7612-b5c5-4ad2-9e76-e5b783387e47,aecd7612-b5c5-4ad2-9e76-e5b783387e47,cortexlab,KS045,2020-07-08,2020-12-06,probe00,3B2,true,false,"74 good, 769 overall",74,769,7828147,404,68 minutes,68,4083.3998573920057,769,7,4,CENT2;GRN;PCG;MY;V4;P;mlf,CENT2;V4;MY;GRN,"gigantocellular reticular nucleus, lobule ii, medulla, fourth ventricle, cent2, grn, my, v4",32416
69c9a415-f7fa-4208-887b-1417c1479b48,1a276285-8b0e-4cc9-9f0a-a3a002978724,1a276285-8b0e-4cc9-9f0a-a3a002978724,cortexlab,KS046,2020-07-08,2020-12-03,probe00,3B2,true,false,"163 good, 1143 overall",163,1143,5088344,637,82 minutes,82,4971.290317028765,1143,12,10,SSp-ul4;SSp-m4;SSp-m5;SSp-m6a;CP;scwm;ccb;PIR;SSp-m6b;ec;EPd;OLF,SSp-ul4;SSp-m4;SSp-m5;SSp-m6a;SSp-m6b;scwm;CP;ec;EPd;PIR,"caudoputamen, endopiriform nucleus dorsal part, piriform area, primary somatosensory area mouth layer 4, primary somatosensory area mouth layer 5, primary somatosensory area mouth layer 6a, primary somatosensory area mouth layer 6b, primary somatosensory area upper limb layer 4, external capsule, supra-callosal cerebral white matter, cp, epd, pir, ssp-m4, ssp-m5, ssp-m6a, ssp-m6b, ssp-ul4, ec, scwm",62183
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,41ea689a-7e05-463b-915a-90e63b8c0572,41ea689a-7e05-463b-915a-90e63b8c0572,cortexlab,KS046,2020-07-08,2020-12-05,probe00,3B2,true,false,"104 good, 646 overall",104,646,2063540,656,82 minutes,82,4937.631266781972,646,8,7,MOp2/3;MOp5;MOp6a;AId6a;AId5;AIv5;AIv2/3;PIR,MOp5;MOp6a;AId6a;AId5;AIv5;AIv2/3;PIR,"agranular insular area dorsal part layer 5, agranular insular area dorsal part layer 6a, agranular insular area ventral part layer 2/3, agranular insular area ventral part layer 5, piriform area, primary motor area layer 5, primary motor area layer 6a, aid5, aid6a, aiv2/3, aiv5, mop5, mop6a, pir",33792
0ac8d013-b91e-4732-bc7b-a1164ff3e445,63435e73-6a72-4007-b0da-03e6473e6870,63435e73-6a72-4007-b0da-03e6473e6870,cortexlab,KS046,2020-07-08,2020-12-02,probe01,3B2,true,false,"6 good, 363 overall",6,363,151819,841,89 minutes,89,5351.727706425408,363,10,3,TEa2/3;TEa4;TEa5;CA1;ProS;TEa6a;TEa6b;ar;alv;fp,TEa5;TEa6a;CA1,"field ca1, temporal association areas layer 5, temporal association areas layer 6a, ca1, tea5, tea6a",28991
69c9a415-f7fa-4208-887b-1417c1479b48,72274871-80e5-4fb9-be1a-bb04acebb1de,72274871-80e5-4fb9-be1a-bb04acebb1de,cortexlab,KS046,2020-07-08,2020-12-03,probe01,3B2,true,false,"44 good, 1521 overall",44,1521,1141997,637,82 minutes,82,4971.293057118955,1521,11,6,void;DG-sg;DG-mo;VISl1;VISl4;VISli5;VISli6a;or;ProS;VISl2/3;VISl5,void;VISl2/3;VISl4;VISl5;VISli5;ProS,"lateral visual area layer 2/3, lateral visual area layer 4, lateral visual area layer 5, laterointermediate area layer 5, prosubiculum, void, pros, visl2/3, visl4, visl5, visli5, void",66715
0ac8d013-b91e-4732-bc7b-a1164ff3e445,8d661567-49f3-4547-997d-a345c0ffe2dd,8d661567-49f3-4547-997d-a345c0ffe2dd,cortexlab,KS046,2020-07-08,2020-12-02,probe00,3B2,true,false,"88 good, 545 overall",88,545,1883562,841,89 minutes,89,5351.72625286609,545,10,6,SSp-bfd1;void;SSp-bfd2/3;SSs2/3;SSs4;SSs5;AIp1;AIp2/3;VISC5;AIp5,SSp-bfd2/3;SSs5;VISC5;AIp5;AIp2/3;AIp1,"agranular insular area posterior part layer 1, agranular insular area posterior part layer 2/3, agranular insular area posterior part layer 5, primary somatosensory area barrel field layer 2/3, supplemental somatosensory area layer 5, visceral area layer 5, aip1, aip2/3, aip5, ssp-bfd2/3, sss5, visc5",35148
dfbe628d-365b-461c-a07f-8b9911ba83aa,ad315779-2b39-46c4-8348-b166e796fa7c,ad315779-2b39-46c4-8348-b166e796fa7c,cortexlab,KS046,2020-07-08,2020-12-04,probe00,3B2,true,false,"61 good, 423 overall",61,423,1364029,753,89 minutes,89,5362.370595253,423,10,5,MOs5;ACAd5;PL5;TTv;TTd;DP;ILA2/3;ILA5;ILA1;OLF,ACAd5;PL5;ILA5;ILA2/3;ILA1,"anterior cingulate area dorsal part layer 5, infralimbic area layer 1, infralimbic area layer 2/3, infralimbic area layer 5, prelimbic area layer 5, acad5, ila1, ila2/3, ila5, pl5",28906
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,cc9d666c-6fe5-418d-9b37-114428d25454,cortexlab,KS046,2020-07-08,2020-12-05,probe01,3B2,true,false,"58 good, 875 overall",58,875,4466092,656,82 minutes,82,4937.616029024198,875,19,9,VISpm2/3;VISpm4;VISpm5;VISpm6a;VISp6b;VISp6a;scwm;fp;dhc;alv;SUB;DG-mo;MRN;root;SCig;HPF;APN;bsc;MB,VISpm5;VISpm6a;scwm;fp;SUB;SCig;MB;APN;MRN,"anterior pretectal nucleus, midbrain, midbrain reticular nucleus, subiculum, superior colliculus motor related intermediate gray layer, corpus callosum posterior forceps, posteromedial visual area layer 5, posteromedial visual area layer 6a, supra-callosal cerebral white matter, apn, mb, mrn, scig, sub, vispm5, vispm6a, fp, scwm",40606
dfbe628d-365b-461c-a07f-8b9911ba83aa,df350b09-a420-42bb-9952-17862cbb9f1c,df350b09-a420-42bb-9952-17862cbb9f1c,cortexlab,KS046,2020-07-08,2020-12-04,probe01,3B2,true,false,"290 good, 1228 overall",290,1228,11410457,753,89 minutes,89,5362.375520798551,1228,9,9,MOs5;MOs6a;PL6a;FRP6a;ORBvl6a;AON;ORBvl5;OLF;ORBvl2/3,MOs5;MOs6a;PL6a;FRP6a;ORBvl6a;ORBvl5;ORBvl2/3;OLF;AON,"anterior olfactory nucleus, frontal pole layer 6a, olfactory areas, orbital area ventrolateral part layer 2/3, orbital area ventrolateral part layer 5, orbital area ventrolateral part layer 6a, prelimbic area layer 6a, secondary motor area layer 5, secondary motor area layer 6a, aon, frp6a, mos5, mos6a, olf, orbvl2/3, orbvl5, orbvl6a, pl6a",54186
7082d8ff-255a-47d7-a839-bf093483ec30,082187a0-121f-47d5-962a-a9ad467e7124,082187a0-121f-47d5-962a-a9ad467e7124,cortexlab,KS051,2020-11-24,2021-05-13,probe00,3B2,true,false,"15 good, 239 overall",15,239,884814,405,72 minutes,72,4333.001814962601,239,10,4,CP;STR;BST;act;HY;PAL;OT;SI;LPO;NDB,STR;BST;SI;NDB,"bed nuclei of the stria terminalis, diagonal band nucleus, striatum, substantia innominata, bst, ndb, si, str",15860
0a018f12-ee06-4b11-97aa-bbbff5448e9f,16799c7a-e395-435d-a4c4-a678007e1550,16799c7a-e395-435d-a4c4-a678007e1550,cortexlab,KS051,2020-11-24,2021-05-11,probe00,3B2,true,false,"126 good, 899 overall",126,899,4017036,478,68 minutes,68,4102.62985014054,899,19,15,VISa4;VISa2/3;VISa5;DG-sg;DG-po;VISa6a;or;VISa6b;ccs;CA1;DG-mo;PoT;SPFp;LP;fiber tracts;root;SGN;TH;ml,VISa4;VISa5;VISa6a;VISa6b;CA1;DG-mo;DG-sg;DG-po;fiber tracts;LP;SGN;PoT;SPFp;TH;ml,"anterior area layer 4, anterior area layer 5, anterior area layer 6a, anterior area layer 6b, dentate gyrus granule cell layer, dentate gyrus molecular layer, dentate gyrus polymorph layer, field ca1, lateral posterior nucleus of the thalamus, posterior triangular thalamic nucleus, subparafascicular nucleus parvicellular part, suprageniculate nucleus, thalamus, fiber tracts, medial lemniscus, ca1, dg-mo, dg-po, dg-sg, lp, pot, sgn, spfp, th, visa4, visa5, visa6a, visa6b, fiber tracts, ml",37663
7082d8ff-255a-47d7-a839-bf093483ec30,2122d807-13ab-494e-a1cc-e55cf24d3e9f,2122d807-13ab-494e-a1cc-e55cf24d3e9f,cortexlab,KS051,2020-11-24,2021-05-13,probe01,3B2,true,false,"60 good, 320 overall",60,320,1054905,405,72 minutes,72,4333.013278572394,320,13,6,MOp1;void;MOp2/3;ccb;VL;AV;MOp5;MOp6a;MOp6b;cing;fi;root;AMd,MOp1;MOp2/3;MOp5;MOp6a;AV;AMd,"anteromedial nucleus dorsal part, anteroventral nucleus of thalamus, primary motor area layer 1, primary motor area layer 2/3, primary motor area layer 5, primary motor area layer 6a, amd, av, mop1, mop2/3, mop5, mop6a",18403
